ANNUAL_RAINFALL,SEASONAL_RAINFALL,CLOUD_VISIBILITY,HUMIDITY,RIVER_DISCHARGE,DRAINAGE_INDEX,TEMPERATURE,FLOOD
3089.6,2214.3,6.09,72.0,2940.8,0.41,26.9,1
1572.8,976.4,4.08,70.0,1765.9,6.84,25.4,0
2645.9,1692.1,10.45,75.3,2027.5,8.51,33.2,1
2888.0,1749.0,3.8,67.9,1740.8,9.59,28.1,1
1056.8,491.8,1.8,78.9,1959.0,1.78,22.9,0
1430.9,743.9,0.2,68.6,1562.5,5.31,26.5,0
874.5,522.6,5.91,80.6,1716.7,0.44,28.5,0
2024.9,1099.7,4.31,89.6,1586.1,4.99,31.6,1
2666.4,1345.3,1.71,66.4,1013.1,1.25,25.6,1
3176.5,1909.9,9.57,73.4,1462.7,8.38,25.8,0
2248.2,1229.4,8.0,80.5,1718.9,1.14,28.1,0
3258.6,1718.7,5.92,69.8,1588.4,5.13,31.5,1
1302.9,767.7,10.09,80.6,317.8,5.21,22.5,0
1092.8,535.5,7.99,81.7,424.0,9.72,30.0,0
2163.9,1576.0,3.53,88.0,2366.3,6.55,26.1,1
2449.6,1740.0,2.88,67.7,1254.4,2.88,26.7,1
2178.7,1443.0,8.45,63.7,1967.8,2.41,36.0,1
856.2,412.6,7.19,71.3,626.3,1.28,27.2,0
2142.1,1462.5,6.51,63.4,321.5,7.57,31.0,0
1352.1,936.2,3.46,81.8,825.1,6.91,30.9,0
2635.3,1792.9,7.82,61.1,1321.9,6.1,23.3,0
2438.3,1180.6,3.73,100.0,967.9,0.41,20.6,1
1589.1,1022.1,5.69,90.6,2535.1,7.63,31.3,0
1866.0,1306.7,10.34,75.2,1643.6,6.42,23.7,0
1511.5,942.0,4.02,85.4,2979.2,9.64,21.3,0
2159.3,1390.4,1.28,55.4,1823.5,5.87,32.1,0
2820.8,1657.3,2.84,100.0,50.0,3.04,23.9,0
1559.3,949.0,8.98,67.9,2344.8,3.82,24.9,0
2527.6,1163.5,6.76,73.6,292.4,1.76,35.9,0
1855.3,1190.5,5.61,52.7,1684.4,7.23,21.4,0
1684.6,799.2,4.47,80.8,880.3,7.08,23.0,0
2130.4,1236.7,7.46,61.7,3214.2,2.01,26.2,1
1527.1,821.3,3.45,76.2,2651.7,1.58,27.0,1
1840.1,1129.2,6.92,68.5,906.5,0.77,24.4,0
1421.4,696.5,3.81,62.1,1398.1,9.12,23.4,0
3477.1,2286.2,3.31,65.3,1695.7,2.33,34.0,1
2222.9,1530.5,4.09,77.7,2190.7,3.44,29.1,1
1745.2,870.9,4.87,59.6,1523.3,2.81,30.3,0
2339.1,1125.8,5.85,66.0,680.1,4.14,27.5,0
2127.0,1050.0,6.71,83.0,926.0,7.14,29.2,0
2056.4,1466.5,0.2,100.0,1496.4,8.71,31.7,0
2599.2,1581.5,3.58,80.7,2487.6,1.83,24.0,1
2692.4,1589.0,4.83,64.0,1842.3,6.86,29.1,1
1855.2,894.2,10.52,70.6,881.3,3.53,30.8,0
1825.7,1177.3,2.76,75.4,2018.7,9.81,34.2,0
2021.2,1435.9,6.49,70.8,1190.4,2.99,35.8,1
703.8,491.5,10.49,85.8,2212.3,0.07,28.3,0
1215.1,775.0,2.06,77.6,3521.6,5.16,32.6,1
3088.5,1459.6,7.18,85.9,1212.9,1.51,17.3,1
3269.2,1581.4,3.59,71.2,2141.3,0.44,34.2,1
2038.1,947.3,4.49,90.9,903.7,6.98,25.1,0
2574.8,1357.5,3.59,73.0,1410.2,7.32,27.0,0
2402.3,1178.8,3.8,63.3,1523.6,4.61,29.8,0
4201.3,2218.3,14.17,100.0,1345.1,6.77,27.4,1
2927.7,1655.7,8.53,53.1,3470.4,5.38,28.8,1
2116.9,1551.4,9.31,66.1,1254.7,6.3,34.4,0
1578.9,999.6,7.48,67.5,1969.5,5.97,26.5,0
1155.8,809.6,1.18,100.0,50.0,6.66,23.7,0
2332.3,1546.5,7.18,96.7,1845.6,2.0,35.3,1
1708.4,826.4,9.22,92.9,2413.6,2.69,30.1,1
1275.5,855.6,3.44,71.0,1077.9,4.4,35.7,0
1779.7,947.8,8.9,100.0,50.0,4.46,31.5,0
1497.0,960.7,8.11,79.4,1469.1,7.74,22.7,0
3296.6,1820.7,11.56,86.7,1513.7,3.67,30.6,1
2773.1,2077.9,4.75,77.2,2079.3,1.63,24.1,1
2194.8,1161.2,2.71,74.4,3108.7,2.51,28.0,1
3162.0,1687.7,4.92,72.0,1196.0,2.15,27.7,1
2250.3,1640.9,10.31,72.5,815.0,7.32,21.5,0
1640.2,750.2,0.51,82.3,566.5,4.7,24.7,0
3190.0,2102.3,0.2,79.4,1658.5,7.09,36.8,1
2550.3,1702.6,6.27,74.6,1883.5,4.16,29.0,1
1525.8,1069.4,4.67,93.1,1063.5,8.9,27.3,0
2076.3,1541.3,6.02,39.4,2122.9,9.84,35.3,0
1630.8,1211.2,8.84,81.1,1872.3,6.7,26.4,0
1301.2,611.0,4.34,83.6,1534.6,8.64,27.6,0
2802.0,1951.7,0.38,88.8,778.1,5.08,32.0,0
3441.1,2215.7,12.13,74.2,1114.5,9.35,26.4,0
1290.9,831.6,3.01,77.5,50.0,8.32,25.0,0
2565.9,1253.5,2.82,86.8,1688.6,9.92,19.0,0
1777.1,1146.3,9.31,92.9,1521.1,6.23,24.3,0
1883.4,1402.6,4.85,71.4,1650.8,7.79,24.2,0
1814.9,1313.2,5.81,78.2,1903.5,5.43,28.6,0
1638.4,953.1,7.45,95.1,1808.7,2.59,25.6,1
2231.5,1030.9,9.25,49.5,1411.7,3.55,36.6,0
1659.9,927.4,5.0,66.7,1538.9,8.94,23.8,0
2375.8,1658.1,10.56,92.6,376.5,0.56,33.6,1
2167.3,1431.4,0.2,88.1,1033.0,5.91,28.9,0
2044.7,1201.9,8.28,81.3,1540.4,3.72,31.2,0
1610.1,751.2,3.48,69.6,911.3,3.87,31.0,0
1825.1,1055.0,10.12,64.4,2188.1,8.85,19.1,0
2691.0,1589.6,6.43,67.9,973.1,8.54,28.0,0
2525.6,1840.1,3.98,93.6,1673.0,5.99,27.0,1
1564.6,1005.0,7.99,67.5,1593.3,2.73,23.5,0
2264.6,1230.8,8.68,76.2,2097.0,4.75,29.8,1
2688.4,1633.5,7.93,66.0,2220.6,4.08,34.9,0
1114.9,523.8,2.91,85.1,2055.2,3.54,17.3,0
2553.2,1893.9,4.55,68.5,50.0,1.03,25.9,1
1769.3,987.3,5.99,73.8,2455.3,5.43,23.0,0
2570.9,1525.5,5.88,54.8,2721.8,3.02,28.3,1
1703.9,948.4,8.25,55.6,1114.3,6.61,26.7,0
1026.8,672.3,0.2,75.1,1689.3,3.19,25.6,0
1142.1,740.8,7.0,59.1,787.3,4.31,30.8,0
2231.3,1482.9,5.13,100.0,50.0,0.52,34.5,1
2368.8,1256.5,3.48,50.3,909.0,9.93,38.6,0
1612.2,878.2,3.77,65.4,1067.9,5.08,25.0,0
2615.1,1275.1,5.36,75.2,1216.1,0.24,20.7,1
1120.0,724.3,0.2,70.6,732.9,5.41,30.2,0
2157.0,996.4,3.9,61.8,913.3,8.7,34.4,0
1412.8,889.1,3.37,63.5,1491.2,7.73,31.3,0
1776.3,1262.8,7.6,63.1,883.8,7.01,34.4,0
2230.8,1600.0,3.58,71.6,1934.8,1.39,27.1,1
1640.7,959.4,5.35,98.4,2045.3,6.58,25.6,0
1950.0,1146.2,10.63,75.9,3404.3,7.66,28.5,1
2854.1,1350.2,8.98,89.2,2400.5,5.72,26.7,1
1825.0,1188.5,8.71,81.1,1694.5,8.93,30.7,0
2743.2,1910.3,4.5,88.4,1003.8,2.77,31.9,1
1465.7,767.1,7.63,41.4,1735.0,2.42,32.2,0
2544.4,1466.6,5.3,71.3,1761.3,8.7,30.0,1
3137.0,2201.1,5.41,90.7,1089.3,6.25,29.0,1
593.4,423.2,7.23,68.1,2127.0,0.01,31.2,0
1682.0,879.6,4.21,96.1,381.5,3.53,20.1,0
2575.1,1584.1,10.48,92.8,1304.5,8.58,28.8,0
2068.0,1050.0,5.52,69.4,1944.7,0.27,28.2,1
2441.2,1173.2,7.86,69.0,1269.9,0.03,28.9,0
1807.4,1307.4,10.37,62.8,1334.6,2.81,27.6,0
2256.3,1570.7,9.09,67.4,1389.8,9.14,29.7,0
2098.8,1423.0,1.77,60.2,831.5,9.01,25.7,0
2959.1,1374.9,7.33,80.1,2439.1,5.19,32.5,1
2365.4,1663.1,8.55,57.5,685.6,5.53,29.9,0
2419.4,1406.7,8.68,82.2,1754.5,3.32,28.6,1
1932.3,1068.0,2.66,82.5,1830.9,2.44,25.2,1
1883.1,1156.1,4.03,55.1,741.1,8.15,31.3,0
1918.8,916.1,8.98,93.6,1558.5,1.06,28.8,1
2456.4,1663.0,3.71,81.2,772.3,4.87,25.0,0
1926.4,1203.5,5.1,84.0,2612.8,6.34,27.8,1
2388.4,1208.5,10.73,65.9,589.0,1.04,30.5,0
3549.0,1797.5,5.86,82.5,976.9,5.2,30.2,1
2766.2,1397.7,3.82,88.5,520.6,5.78,29.9,0
1988.1,928.6,3.37,73.8,413.8,7.42,28.4,0
2980.8,1867.0,7.0,99.0,2773.0,2.35,32.1,1
1934.8,1358.4,2.0,75.5,1934.2,2.93,33.0,1
875.2,398.4,5.26,88.7,1612.2,5.7,30.9,0
1544.7,717.8,7.0,78.5,974.7,9.83,25.7,0
984.0,611.9,9.9,82.0,2226.1,2.17,23.8,0
1971.5,1371.9,8.0,54.9,840.6,9.86,25.8,0
2212.0,1212.2,3.86,79.5,2134.9,7.14,35.8,0
3289.7,1825.4,9.54,66.2,802.0,8.26,29.1,0
2412.5,1517.2,5.1,64.8,984.4,0.9,36.5,1
2057.6,1095.2,2.29,95.9,2106.6,3.0,27.5,1
2739.1,1254.5,5.48,72.4,2191.1,0.58,27.0,1
762.8,511.5,10.31,63.0,1978.0,3.72,27.7,0
2353.1,1500.6,6.5,70.7,660.3,9.81,27.6,0
2701.1,1686.1,6.04,59.4,1142.6,1.05,24.9,1
1238.9,833.2,10.91,92.2,1625.5,5.62,23.4,0
2943.4,1920.8,1.71,66.7,820.6,0.06,30.0,1
2420.0,1238.5,2.14,81.4,2596.8,7.13,32.2,1
1930.1,1072.6,1.15,91.3,50.0,1.97,37.8,1
2611.3,1273.9,7.12,69.0,877.0,1.3,26.3,0
3676.0,1797.4,6.5,81.4,1092.3,3.37,26.6,1
2318.2,1513.5,10.63,62.6,50.0,7.71,24.9,0
2361.3,1670.8,6.73,100.0,383.0,1.07,32.5,1
1901.4,1404.8,4.79,86.2,2000.2,2.3,31.3,1
1647.6,1052.0,6.01,72.7,1524.2,0.08,24.5,0
2739.7,1384.2,6.35,65.7,2758.5,9.68,24.4,0
1643.5,791.7,0.98,73.6,2736.2,5.92,31.8,1
2246.5,1558.8,14.13,70.9,1846.4,7.2,29.5,0
1889.5,1178.4,7.56,98.4,1750.6,6.51,31.0,0
2511.3,1595.9,6.63,60.3,1552.7,1.44,24.5,1
2416.9,1654.2,7.85,76.6,50.0,5.95,20.5,0
2874.4,1899.9,8.13,74.8,384.4,1.31,24.5,1
1868.5,1308.6,5.58,73.6,1580.5,4.01,30.8,0
2024.6,945.2,4.11,73.7,1992.8,5.69,36.4,1
1563.8,1054.4,7.8,73.6,1731.7,5.59,26.3,0
1911.2,1347.9,7.16,85.5,786.0,1.19,37.1,0
2445.2,1310.3,3.57,82.3,2249.9,0.34,31.3,1
2692.0,1728.7,10.26,80.0,2686.0,7.98,22.4,1
1600.6,871.1,6.88,38.6,2250.4,7.26,28.9,0
2765.2,2039.1,8.19,78.6,2291.7,0.82,31.5,1
3081.2,1417.4,10.18,55.1,1052.6,1.27,18.3,0
2468.7,1540.3,6.07,82.8,2360.7,8.93,30.6,1
3419.9,1709.8,6.95,92.7,1616.6,7.69,32.7,1
1697.0,1126.3,8.43,63.9,1909.2,9.96,29.6,0
1391.0,699.3,3.83,71.9,1792.3,2.54,27.8,0
1043.8,543.4,6.16,67.8,1402.8,4.88,27.3,0
3172.4,1898.1,6.38,89.8,812.0,2.36,27.1,1
2625.3,1901.9,3.13,76.1,1434.3,6.23,23.3,1
2163.9,1111.2,12.95,95.7,2289.4,1.15,25.2,1
2382.0,1175.0,1.78,80.0,1146.8,1.27,26.3,1
1468.4,995.1,2.11,77.9,2214.7,0.72,28.5,1
3789.7,2274.5,9.94,75.8,2089.7,6.94,25.8,1
2284.0,1652.6,8.14,84.8,1260.9,4.94,24.5,0
2271.1,1121.9,2.92,54.1,2611.0,6.18,31.0,0
2671.7,1720.0,7.82,76.0,1215.6,8.79,29.5,0
2512.7,1306.2,10.4,74.2,2707.6,7.4,25.8,0
2345.5,1165.8,5.91,83.7,1847.3,4.62,30.0,1
1686.2,1104.5,13.8,72.7,1487.3,9.84,26.2,0
2506.5,1574.3,0.83,62.5,789.8,4.56,28.3,0
3423.3,2315.7,8.08,75.1,1429.4,1.12,31.9,1
3074.5,1669.0,9.5,62.0,1337.0,9.93,25.6,0
3235.6,1890.8,8.67,51.9,493.4,0.23,23.3,1
1867.7,1067.7,5.39,83.7,1325.9,5.5,27.4,0
1556.8,1160.1,5.13,81.9,857.0,3.09,22.5,0
2118.2,1138.9,7.33,80.6,1968.8,5.04,26.9,0
2236.2,1204.1,8.45,90.6,2545.0,5.59,26.9,1
2911.2,1619.7,7.81,67.0,518.5,2.4,18.1,0
1099.9,681.3,9.12,57.8,2869.8,5.57,30.1,0
3194.2,1679.2,2.94,74.2,1397.2,7.56,27.3,0
2097.3,1519.7,5.32,70.8,720.0,2.67,32.7,1
1922.5,1018.4,3.18,64.9,2106.2,3.83,28.9,0
1542.1,1108.4,4.84,74.0,1142.8,2.68,30.9,0
1124.3,540.9,9.05,67.7,1434.6,8.21,32.8,0
2735.1,1769.5,6.32,53.0,1176.6,7.25,27.5,0
2247.7,1623.0,13.82,69.7,846.6,8.71,28.0,0
1361.5,681.6,6.58,61.4,2079.2,1.7,21.7,0
1358.2,1005.7,6.18,77.8,1271.0,0.74,33.0,0
1981.7,1161.0,6.32,67.1,350.7,1.19,27.4,0
3284.9,2410.2,4.09,88.3,1940.8,1.61,24.0,1
2031.3,1326.5,5.83,94.2,535.5,5.33,31.0,0
1223.0,661.0,9.38,83.2,577.4,9.71,19.3,0
2040.3,1033.4,6.34,56.4,2454.1,3.57,26.3,0
2022.7,1094.5,3.62,93.1,542.9,9.59,31.6,0
447.0,213.6,3.22,93.9,50.0,0.38,26.2,0
2164.7,1067.5,4.65,75.2,1998.3,9.27,25.1,0
2049.9,986.8,6.22,90.9,1256.9,1.81,26.3,0
2652.5,1530.2,9.58,68.4,1325.9,9.12,20.0,0
3401.8,2342.7,1.98,52.6,1248.4,0.56,30.9,1
2932.3,1443.9,5.04,65.9,1685.3,9.48,27.5,0
2025.2,990.5,6.43,95.8,897.8,2.01,26.9,0
1480.8,952.2,0.5,57.1,2680.9,3.03,26.9,0
3872.7,1971.8,3.5,75.0,319.0,4.91,28.1,1
2238.5,1072.9,3.96,75.4,1855.9,3.81,30.6,0
2209.1,1104.6,3.61,68.8,2013.7,6.68,27.8,1
2184.3,1588.3,6.58,69.7,892.3,9.75,22.6,0
2328.8,1621.8,5.52,75.9,681.0,6.06,30.3,0
2106.2,1171.5,4.33,68.3,2313.7,7.21,30.0,0
1827.1,1181.7,7.28,57.9,707.3,0.88,28.8,0
1844.5,1127.4,11.17,77.6,1014.7,6.28,32.3,0
2178.7,1423.0,10.92,87.9,2209.8,4.54,28.1,1
1846.8,1209.3,0.23,85.4,1527.8,8.86,32.4,0
1736.7,1109.1,7.73,65.3,62.3,3.88,33.6,0
2269.2,1202.3,5.47,60.0,2897.6,6.79,30.3,0
2034.3,939.2,6.47,71.6,1076.0,2.28,25.0,0
3177.6,1864.2,4.81,93.8,1177.8,2.59,27.5,1
476.9,342.1,6.35,82.7,1704.6,3.76,33.0,0
2909.5,1806.3,6.45,83.4,2000.1,3.04,22.0,1
3010.0,2106.1,4.26,85.7,3068.9,2.54,26.4,1
852.3,637.1,3.31,80.0,171.9,0.5,26.6,0
1977.3,986.8,4.65,76.4,2160.8,8.37,24.5,0
1958.6,1287.8,6.7,82.9,2094.4,0.64,31.5,1
1285.1,838.3,7.8,68.4,1390.3,8.87,29.5,0
1694.4,1260.6,8.56,58.0,2129.8,1.25,25.2,0
1478.1,1102.2,4.52,83.7,2247.4,0.65,30.4,1
3339.0,2190.4,6.85,89.9,394.4,5.63,27.4,1
2808.2,1468.9,8.89,61.6,2899.8,5.02,24.4,1
3026.5,2087.0,9.5,84.9,253.0,4.91,25.1,0
2669.1,1286.8,5.82,95.2,591.7,5.75,29.7,0
1466.1,1003.1,5.34,75.0,1290.6,2.87,31.8,0
1859.1,1344.2,6.57,65.2,3040.0,6.63,26.1,0
2518.1,1422.3,2.55,76.5,1253.4,5.02,30.2,0
1405.6,898.5,5.42,68.4,1474.5,3.35,34.3,0
2663.4,1542.3,8.23,67.6,2645.7,8.27,23.0,1
2043.8,1188.1,7.93,80.2,1259.7,7.28,29.4,0
1956.4,1062.5,5.19,55.8,557.3,3.94,31.3,0
2662.1,1806.6,6.65,57.7,1166.2,8.48,27.6,0
2488.8,1818.9,3.53,75.2,2596.6,9.2,33.0,1
1965.4,1439.1,8.11,74.7,1556.7,5.37,36.8,0
2953.6,1484.0,5.77,79.1,3044.5,2.15,29.4,1
1497.3,1066.7,5.17,97.5,2090.3,9.16,27.1,0
2600.4,1745.4,4.91,76.3,984.2,1.89,31.9,1
2585.5,1359.6,5.81,82.2,1540.9,0.48,31.4,1
1998.8,939.8,4.66,63.3,817.4,3.27,17.9,0
2412.0,1279.3,7.97,84.2,965.3,7.27,28.0,0
1386.8,1003.6,4.81,68.7,5083.3,9.23,26.4,1
2800.6,1792.3,10.78,75.9,2314.9,6.37,29.6,1
2079.8,1385.8,10.4,73.7,2188.9,9.52,27.2,0
1860.2,980.6,3.33,87.4,1001.5,0.92,27.7,0
2881.9,1918.8,6.21,59.3,2755.7,0.61,24.5,1
1742.2,798.7,4.05,47.6,2379.5,6.04,30.9,0
1284.5,722.7,5.02,72.4,3005.3,9.66,34.6,0
1188.2,758.1,12.01,80.6,2966.5,5.03,24.6,0
2593.9,1280.9,5.08,76.8,316.7,0.52,22.4,0
1367.7,953.2,7.08,89.8,612.1,2.21,28.1,0
3340.6,1738.8,7.62,80.2,697.0,2.45,27.9,0
846.7,546.7,3.0,68.2,744.8,3.38,32.7,0
3302.7,1887.7,3.43,47.1,1758.8,0.44,23.1,1
2337.2,1469.6,2.38,72.2,1046.6,9.05,25.8,0
2137.1,1030.6,3.34,87.3,3158.1,5.16,19.4,1
1845.8,840.0,0.2,70.3,3023.7,6.71,33.5,1
2459.4,1777.9,7.63,75.3,1494.8,0.67,29.0,1
2175.5,1155.0,12.16,80.1,3064.3,0.54,26.1,1
2917.1,2030.1,6.44,62.8,2690.5,5.86,22.7,1
2274.2,1705.2,1.75,82.5,1139.4,8.87,23.1,0
2297.7,1179.7,4.07,94.6,50.0,5.28,29.7,0
1963.7,1039.9,4.62,72.9,1325.6,8.78,23.6,0
2163.0,1403.5,2.95,61.5,984.3,8.11,28.4,0
2400.1,1775.2,8.58,74.2,1665.2,0.76,36.2,1
1088.4,788.8,8.43,48.3,1571.4,2.02,26.6,0
1323.7,795.3,2.53,79.0,1550.4,6.58,24.2,0
2683.1,1847.4,8.18,80.4,1918.9,4.44,29.5,1
2311.1,1134.1,10.58,95.1,530.0,2.91,23.1,0
2080.4,1546.2,11.71,72.7,1829.1,4.19,34.9,0
2212.0,1635.3,14.6,79.9,1148.3,4.45,33.6,0
2425.9,1210.8,3.29,64.7,1660.0,9.11,27.3,0
1849.2,998.2,14.47,70.7,2265.9,1.03,24.4,0
1694.1,813.2,4.94,56.7,520.5,2.8,26.3,0
2327.3,1237.0,4.22,72.7,1275.0,5.38,26.8,0
1564.1,1086.7,6.98,71.3,1405.2,6.98,29.5,0
2465.4,1389.2,4.25,78.6,1088.6,6.31,32.2,0
1093.3,521.0,7.2,67.5,2219.9,9.42,23.9,0
2869.0,1585.6,2.04,76.0,923.7,7.96,32.0,0
2507.2,1866.4,5.28,71.0,1055.7,5.57,30.5,0
2366.4,1511.9,9.86,71.0,932.1,2.15,26.0,0
2838.7,1631.9,5.83,76.0,2373.6,4.51,23.7,1
3282.6,1641.2,6.42,75.5,1106.0,6.93,28.5,0
2859.3,2132.6,7.43,84.1,1868.0,8.38,23.8,1
1003.4,698.6,9.51,73.6,3080.6,9.6,32.1,0
1368.3,731.3,1.03,70.8,1440.1,6.05,23.5,0
1793.9,844.9,7.75,72.8,2389.6,5.27,30.2,0
2217.0,1035.3,5.2,66.4,2837.1,0.18,27.7,1
2536.5,1233.0,6.5,70.7,2321.8,0.72,25.8,1
1728.3,1078.8,9.18,99.4,1486.6,1.56,27.6,0
2321.4,1691.4,2.42,64.0,2013.7,0.55,32.3,1
1709.0,1023.7,2.96,71.7,470.1,4.01,23.2,0
1802.5,1267.0,0.2,70.4,876.0,3.37,26.4,0
1285.7,750.5,4.35,72.0,1016.3,6.37,25.0,0
1599.9,1060.1,9.99,71.0,3292.5,5.36,27.8,0
1321.4,884.8,5.64,78.4,849.9,5.96,25.3,0
1565.7,786.3,1.98,54.5,838.0,4.72,20.9,0
2884.9,1610.8,4.54,87.4,664.9,2.78,23.8,0
1582.9,1014.9,1.54,82.6,1947.8,9.53,34.6,0
3911.0,1842.9,2.62,60.1,1614.1,0.86,29.0,1
2520.7,1407.7,7.17,47.8,2369.4,9.39,28.8,0
2320.1,1416.3,2.48,63.3,2037.0,3.11,26.9,1
1642.1,1229.7,9.34,72.1,395.7,5.13,27.8,0
2655.2,1572.8,5.79,100.0,854.2,1.09,26.3,1
1825.8,1268.6,6.26,81.5,2592.3,0.71,30.1,1
2279.3,1321.1,5.16,53.3,1337.4,4.3,28.4,0
3864.1,2662.0,8.32,66.7,2450.1,7.42,23.3,1
2137.6,1343.7,8.35,74.4,1380.3,2.69,29.0,0
2947.0,2110.0,7.01,78.0,725.9,5.62,18.2,0
1742.9,999.2,7.69,59.2,1257.4,2.79,29.7,0
2177.3,1374.5,5.36,73.4,725.6,3.89,22.4,0
3351.0,2141.3,7.63,66.4,1047.6,9.06,27.6,0
1792.5,1031.1,4.99,61.8,1660.7,8.56,23.2,0
3378.1,1666.4,6.01,78.1,1909.3,5.16,28.0,1
2660.0,1271.7,5.18,84.3,227.8,2.38,30.3,0
1834.4,834.7,4.63,85.1,1486.1,1.93,34.0,0
2611.1,1859.2,3.93,81.9,1030.7,9.54,21.8,0
2832.2,1475.4,7.4,69.0,981.3,2.03,31.9,1
2604.2,1337.1,9.93,83.6,1606.1,8.08,28.5,0
1179.4,791.1,9.51,78.7,1059.6,3.69,26.2,0
1727.4,943.1,2.23,76.6,2605.7,9.86,31.0,0
2039.1,1227.2,9.87,67.7,2450.4,3.68,27.1,1
2151.6,1073.1,5.05,69.0,2445.5,3.52,30.9,1
2603.4,1921.1,7.8,75.9,1104.1,6.37,24.0,0
2315.5,1633.5,3.28,100.0,730.0,9.62,25.5,0
1332.0,944.6,6.43,78.6,1565.6,9.76,31.8,0
2447.1,1399.8,6.94,67.7,1379.7,7.07,33.9,0
2596.9,1762.5,1.55,65.0,1012.9,7.55,27.9,0
2563.9,1264.4,7.82,69.1,559.4,5.63,16.9,0
2902.5,1313.6,10.04,100.0,1466.8,7.56,27.2,0
2742.0,1250.4,5.48,70.2,1176.7,8.6,28.1,0
2498.5,1564.0,10.08,85.9,2050.7,4.86,27.1,1
2154.4,1263.8,5.43,70.5,2032.1,6.2,29.3,0
1120.4,678.3,8.55,78.1,2380.6,5.37,26.1,0
2479.3,1121.2,0.2,84.5,492.6,5.62,31.4,0
2335.0,1346.8,13.26,68.1,1820.8,8.9,23.3,0
2376.5,1581.4,10.49,67.3,918.0,3.56,32.9,0
1370.1,798.5,5.15,94.9,523.7,2.08,34.2,0
1497.3,1002.7,0.2,86.8,1157.1,4.56,24.3,0
2884.5,1499.7,6.86,84.5,2355.0,2.08,24.3,1
2174.3,1508.8,1.67,84.4,1202.1,4.98,29.6,1
2643.0,1655.9,7.33,80.5,2752.4,9.04,23.3,0
2218.4,1138.6,7.23,99.2,1939.1,6.17,26.0,0
2219.3,1156.3,3.18,75.5,1184.7,8.55,32.4,0
2809.9,1793.9,9.36,81.9,2428.0,1.66,31.0,1
1864.6,1303.3,8.42,57.6,1856.3,9.01,35.9,0
2262.5,1300.2,8.93,65.1,754.0,6.02,28.7,0
1899.5,1002.0,6.03,60.6,2987.0,0.32,25.6,1
1917.6,1361.7,1.75,90.3,1707.6,6.33,28.2,0
1999.0,1300.9,8.93,44.4,1515.0,9.51,27.4,0
2344.4,1370.1,5.19,70.2,815.6,0.79,27.5,1
1888.8,1126.4,1.83,39.1,2443.6,5.82,27.9,0
3016.2,1542.1,10.06,65.0,1913.8,9.15,24.3,0
1618.5,1032.7,12.3,69.1,2003.4,0.1,29.1,0
2078.5,1159.0,5.88,91.6,1094.0,6.31,22.4,0
1914.2,1433.1,12.48,79.8,2167.3,4.75,25.1,0
3140.5,1865.7,6.27,65.0,2229.5,3.47,27.5,1
2327.8,1386.8,4.86,87.8,965.0,6.28,19.0,0
2870.7,1779.1,4.11,75.2,366.4,0.53,31.1,1
1234.4,895.0,10.91,75.5,1965.1,7.53,19.8,0
2373.6,1638.4,3.66,60.6,241.3,0.04,30.7,1
2778.3,1626.2,8.21,63.1,1621.6,3.07,22.8,0
2253.5,1499.9,4.32,65.1,1142.2,5.04,26.4,0
2892.6,1810.4,4.62,75.6,2474.9,3.77,30.1,1
1863.8,1114.0,9.09,75.9,1185.7,3.07,36.8,0
3116.1,1582.0,4.86,93.5,2385.8,8.31,28.5,1
3694.3,2176.6,4.79,79.6,1088.6,9.35,20.1,1
1964.2,1028.7,9.4,42.5,2300.0,8.74,31.8,0
1910.4,1384.0,10.79,78.2,3148.3,5.22,27.1,0
3144.7,1731.5,7.93,57.6,645.6,8.84,28.3,0
3226.7,2373.8,4.04,63.4,1733.6,9.21,30.2,1
1860.1,1134.5,4.47,65.3,3699.0,4.09,19.1,1
1926.9,1232.2,6.24,67.0,1553.3,2.83,28.0,0
2016.8,1236.1,6.96,58.5,1549.4,0.98,26.4,0
1326.1,648.2,3.04,77.4,2130.8,4.79,32.9,0
1602.9,902.0,8.17,58.1,1532.9,9.46,30.9,0
1547.3,742.3,6.26,79.3,134.2,5.61,21.5,0
1700.9,1083.3,0.85,100.0,2405.8,6.68,33.1,1
2177.5,1271.8,3.21,59.0,50.0,1.13,29.8,0
2352.2,1607.5,4.49,71.6,1166.6,1.44,21.8,1
3207.8,1655.7,5.78,44.7,2465.9,4.64,28.2,0
1551.1,774.6,11.67,71.4,1214.8,9.51,32.1,0
2839.8,1624.1,6.71,82.7,945.0,3.61,23.1,1
2060.9,1500.3,3.48,83.6,2203.4,8.77,33.5,0
2167.8,1437.6,6.66,75.9,819.1,1.2,21.9,0
2638.6,1519.0,4.94,85.7,522.2,6.17,24.8,0
1470.2,889.8,6.97,100.0,1719.6,6.01,24.2,0
2448.6,1163.7,7.74,95.5,1353.7,8.6,33.5,0
2308.2,1720.5,9.63,68.7,505.1,0.03,26.0,1
2520.1,1637.9,5.93,57.6,2009.6,1.9,23.3,1
2388.0,1279.0,10.92,70.1,1871.6,2.2,29.8,0
3795.9,2375.3,8.72,63.6,1212.2,9.5,30.6,0
1785.5,862.1,3.88,80.4,1266.9,1.54,30.7,0
1854.9,1372.1,12.63,60.8,1876.3,0.37,26.9,0
1795.0,901.9,6.98,74.1,2452.3,5.34,29.0,0
1838.9,1185.0,3.49,85.1,1273.8,5.29,25.4,0
1785.7,935.1,10.96,73.8,2023.8,8.44,34.7,0
